eventId,qtr,qtr_rem,timestamp,x,y,z,rim,closest_team,shot_idx,shooter,shooting_team,vel_shooter,closest_def,shot_dist,min_rem,sec_rem,shot_times,scaled_vel_shooter,scaled_closest_def,scaled_shot_dist,quality_score
58,1.0,389.96,1451766228699.0,87.92937,46.73876,5.16786,2.0,1610612751.0,392.0,202711.0,1610612751.0,0.11060847114032739,6.0,85.93466912216513,6.0,29.95999999999998,330.04,0.9144513475673761,1.0,0.023125439138439785,5.725044716942603
61,1.0,351.99,1451766266537.0,24.751,20.80261,12.70085,1.0,1610612738.0,638.0,203109.0,1610612738.0,0.07069370755590691,3.5815204802709144,24.95933821349036,5.0,51.99000000000001,368.01,0.9453228911445567,0.5914200975578237,0.7196245090857589,7.076281208033335
61,1.0,362.51,1451766256058.0,82.21938,45.19926,11.08926,2.0,1610612751.0,376.0,2207.0,1610612751.0,0.033497062438370154,4.358610452300137,80.19965202591966,6.0,2.509999999999991,357.49,0.9740921421071046,0.7227023111843669,0.0886344575257213,5.080145870157945
62,1.0,351.99,1451766266537.0,24.751,20.80261,12.70085,1.0,1610612738.0,113.0,203109.0,1610612738.0,0.07069370755590691,3.5815204802709144,24.95933821349036,5.0,51.99000000000001,368.01,0.9453228911445567,0.5914200975578237,0.7196245090857589,7.076281208033335
63,1.0,326.67,1451766291776.0,24.29859,40.87066,5.71937,1.0,1610612738.0,494.0,202340.0,1610612738.0,0.10384004503080775,6.0,25.688409224227957,5.0,26.670000000000016,393.33,0.91968629681484,1.0,0.7112965955945663,8.66413798597406
63,1.0,326.67,1451766291776.0,24.29859,40.87066,5.71937,1.0,1610612738.0,494.0,202340.0,1610612738.0,0.10384004503080775,6.0,25.688409224227957,5.0,26.670000000000016,393.33,0.91968629681484,1.0,0.7112965955945663,8.66413798597406
63,1.0,336.62,1451766281856.0,82.66605,5.15013,8.3114,2.0,1610612751.0,246.0,2207.0,1610612751.0,0.03330472939389066,6.0,79.35596403939466,5.0,36.620000000000005,383.38,0.974240899544974,1.0,0.098271599123534,6.296987535904519
64,1.0,326.67,1451766291776.0,24.29859,40.87066,5.71937,1.0,1610612738.0,94.0,202340.0,1610612738.0,0.10384004503080775,6.0,25.688409224227957,5.0,26.670000000000016,393.33,0.91968629681484,1.0,0.7112965955945663,8.66413798597406
67,1.0,302.27,1451766316095.0,89.2274,24.9486,8.88121,2.0,1610612751.0,427.0,2207.0,1610612751.0,0.06459844710208354,2.9907694111883565,81.23258839073146,5.0,2.269999999999982,417.73,0.9500371893594638,0.491618130162871,0.07683560040293302,3.948693975192066
73,1.0,273.09,1451766359894.0,85.77585,29.40131,9.65597,2.0,1610612751.0,322.0,203186.0,1610612751.0,0.05435105562912314,1.5138619786493044,81.70187766587803,4.0,33.089999999999975,446.91,0.957962898144907,0.24210818402508988,0.07147507937246278,2.901986034180994
73,1.0,266.07,1451766366853.0,64.67631,19.65488,4.66577,2.0,1610612751.0,496.0,202711.0,1610612751.0,0.03726452736853213,6.0,58.106183831868535,4.0,26.069999999999993,453.93,0.9711782464123198,1.0,0.3410001244232841,7.3128429572929985
73,1.0,262.89,1451766370013.0,87.37156,24.66814,10.37757,2.0,1610612751.0,575.0,203186.0,1610612751.0,0.0928459487969185,3.6134328357532812,80.79981831199869,4.0,22.889999999999986,457.11,0.9281895344767237,0.5968113969189801,0.0817789759098222,4.322918497307602
78,1.0,245.62,1451766387132.0,24.87406,9.67751,5.55435,1.0,1610612738.0,303.0,203096.0,1610612738.0,0.05134726602264185,6.0,25.19805713567615,4.0,5.6200000000000045,474.38,0.9602861393069657,1.0,0.7168977094964257,8.859966835537758
79,1.0,222.58,1451766409971.0,15.83549,27.63562,11.19733,1.0,1610612738.0,399.0,202738.0,1610612738.0,0.5199865278947134,4.716486993960653,14.644736087680105,3.0,42.58000000000001,497.41999999999996,0.5978233286664334,0.7831622659969577,0.8374444648029886,6.915478370131239
81,1.0,200.6,1451766431771.0,88.74898,20.56491,8.06586,2.0,1610612751.0,394.0,201152.0,1610612751.0,0.08699958993006938,3.9811072211132403,83.51064400343827,3.0,20.599999999999994,519.4,0.9327113230661522,0.6589266074367385,0.050814198109684794,4.474119914013567
88,1.0,179.34,1451766538805.0,70.28359,29.97771,7.82396,2.0,1610612751.0,195.0,2207.0,1610612751.0,0.11156447950848958,6.0,65.13125840043396,2.0,59.34,540.66,0.9137119355967791,1.0,0.26075524784123216,6.729135919496001
89,1.0,161.74,1451766556525.0,28.89347,15.86803,2.27465,1.0,1610612738.0,288.0,202738.0,1610612738.0,0.14968884872294314,5.619569717949943,24.449113752485996,2.0,41.74000000000001,558.26,0.8842251487574374,0.9357297978924074,0.7254526178841543,8.301415667717919
93,1.0,131.61,1451766599442.0,20.51911,35.94013,10.86062,1.0,1610612738.0,411.0,203092.0,1610612738.0,0.036291548437618094,4.891456624943127,21.153336317432295,2.0,11.610000000000014,588.39,0.9719307840392022,0.8127217781507637,0.7630990871047368,8.311351380261483
95,1.0,118.54,1451766612562.0,81.81816,26.11323,11.26346,2.0,1610612751.0,139.0,201572.0,1610612751.0,0.17858123180222293,4.958495258543666,74.15522333479686,1.0,58.540000000000006,601.46,0.8618787189359483,0.8240473395842686,0.15767777223991808,5.326727944103274
97,1.0,103.84,1451766627322.0,82.40751,22.73131,4.80334,2.0,1610612751.0,208.0,203186.0,1610612751.0,0.7114993285112778,6.0,76.32399720083127,1.0,43.84,616.16,0.4497002975148757,1.0,0.1329046556678829,4.220449764544896
104,1.0,79.0,1451766718118.0,17.47067,25.43324,10.72026,1.0,1610612738.0,64.0,201973.0,1610612738.0,0.034280536751923316,6.0,14.601285000547039,1.0,19.0,641.0,0.9734861743087158,1.0,0.8379407907978684,9.428973996413811
109,1.0,55.94,1451766745557.0,10.90639,20.51772,13.38638,1.0,1610612738.0,538.0,203092.0,1610612738.0,0.1327437418185881,6.0,4.653474169800451,0.0,55.94,664.06,0.8973311165558278,1.0,0.9515710227027051,9.587817466639697
109,1.0,55.94,1451766745557.0,10.90639,20.51772,13.38638,1.0,1610612738.0,538.0,203092.0,1610612738.0,0.1327437418185881,6.0,4.653474169800451,0.0,55.94,664.06,0.8973311165558278,1.0,0.9515710227027051,9.587817466639697
109,1.0,65.49,1451766735917.0,74.54765,8.73771,8.86422,2.0,1610612751.0,297.0,101127.0,1610612751.0,0.14357378927924128,1.4970155570667922,71.27037530073348,1.0,5.489999999999995,654.51,0.8889547602380119,0.23926213582392353,0.19063034408694746,3.102477896895416
109,1.0,63.39,1451766738036.0,85.91245,31.3597,13.3575,2.0,1610612751.0,350.0,201572.0,1610612751.0,0.14033806864853354,2.9326163400281318,80.1597377243127,1.0,3.3900000000000006,656.61,0.891457385369267,0.4817937028946099,0.08909038410344627,3.7106971331972334
112,1.0,46.74,1451766754836.0,68.8474,21.74011,2.70589,2.0,1610612751.0,295.0,202711.0,1610612751.0,0.6485611681314248,6.0,63.51051231676296,0.0,46.74,673.26,0.4983789814490731,1.0,0.2792684419981991,5.047163009228591
119,1.0,38.7,1451766801474.0,88.59191,24.89608,10.44461,2.0,1610612751.0,11.0,201572.0,1610612751.0,0.06934171939027717,2.4154364101751904,78.79249535816594,0.0,38.7,681.3,0.9463685684284218,0.3944209037616914,0.1047078973210468,3.6393011807817444
119,1.0,38.7,1451766814434.0,79.52446,25.23927,12.13044,2.0,1610612751.0,106.0,101127.0,1610612751.0,0.035131893316469834,6.0,68.99735157012115,0.0,38.7,681.3,0.9728277038851962,1.0,0.2165942690176843,6.7925237678210175
123,1.0,27.71,1451766828713.0,7.0529,25.03885,11.80919,1.0,1610612738.0,217.0,203482.0,1610612738.0,0.18419848807197076,6.0,3.011010921086141,0.0,27.71,692.29,0.8575341267063353,1.0,0.9703322841522829,9.498654756301821
125,1.0,6.11,1451766850233.0,87.07526,25.96041,12.1252,2.0,1610612751.0,380.0,203186.0,1610612751.0,0.247382721611675,4.301837993660383,81.32105839443189,0.0,6.11,713.89,0.8086651207560385,0.7131111257212659,0.07582503966669252,4.284013700460642
135,2.0,707.0,1451767089781.0,17.6759,25.28365,10.17581,1.0,1610612738.0,51.0,203092.0,1610612738.0,0.010156881804962908,6.0,14.63325179151237,11.0,47.0,733.0,0.9921442947147362,1.0,0.837575645749129,9.506511186093716
140,2.0,693.94,1451767107141.0,88.36494,18.06993,10.30064,2.0,1610612751.0,278.0,201152.0,1610612751.0,0.21187464748761103,2.072047728721515,84.8760887618427,11.0,33.940000000000055,746.06,0.8361283689184469,0.3364085398679478,0.03521721831276459,2.6315950792875653
143,2.0,679.49,1451767121420.0,6.14346,24.95735,10.67873,1.0,1610612738.0,235.0,201973.0,1610612738.0,0.049590812778174884,6.0,3.4643666914459286,11.0,19.49000000000001,760.51,0.9616446447322367,1.0,0.9651537657628744,9.91799109013522
147,2.0,652.92,1451767169018.0,17.65301,11.07799,3.22108,1.0,1610612738.0,403.0,203092.0,1610612738.0,0.02068711599039426,6.0,19.999899832561663,10.0,52.91999999999996,787.08,0.983999824991249,1.0,0.776274373355482,9.212156245258203
147,2.0,641.8,1451767180098.0,9.55587,22.7829,11.79731,1.0,1610612738.0,680.0,203935.0,1610612738.0,0.04569606862739987,2.3590110165490956,9.313259034285474,10.0,41.799999999999955,798.2,0.9646569828491421,0.38488835174504515,0.8983439917722886,7.04034535982816
147,2.0,641.8,1451767180098.0,9.55587,22.7829,11.79731,1.0,1610612738.0,680.0,203935.0,1610612738.0,0.04569606862739987,2.3590110165490956,9.313259034285474,10.0,41.799999999999955,798.2,0.9646569828491421,0.38488835174504515,0.8983439917722886,7.04034535982816
147,2.0,638.83,1451767183058.0,12.90564,36.60296,3.62847,1.0,1610612738.0,754.0,201973.0,1610612738.0,0.14533872780508283,6.0,15.053370182288086,10.0,38.83000000000004,801.17,0.8875896919845992,1.0,0.8327767858810078,9.043002106458912
154,2.0,623.17,1451767198657.0,84.21925,25.31392,7.90205,2.0,1610612751.0,191.0,201572.0,1610612751.0,0.4308825881838373,4.639036418266198,76.47840037483851,10.0,23.16999999999996,816.83,0.6667395869793467,0.7700777025746982,0.13114096426202515,4.158367796751316
155,2.0,623.0,1451767231016.0,85.73151,25.21354,12.16451,2.0,1610612751.0,0.0,201152.0,1610612751.0,0.0,2.2808769422526938,79.13445995830261,10.0,23.0,817.0,1.0,0.37168831751154885,0.10080175983231665,3.7537133344265974
155,2.0,622.0,1451767248375.0,74.49365,24.8476,7.6281,2.0,1610612751.0,104.0,201572.0,1610612751.0,0.017293003440700713,6.0,68.83921455185046,10.0,22.0,818.0,0.9866249562478104,1.0,0.21840061077111805,6.858661660265218
163,2.0,615.0,1451767291093.0,18.3085,25.154,8.67572,1.0,1610612738.0,48.0,202323.0,1610612738.0,0.016441646876150174,6.0,14.156241819819272,10.0,15.0,825.0,0.9872834266713331,1.0,0.8430243574935137,9.509002839182125
167,2.0,596.5,1451767313892.0,88.22161,24.79608,11.69428,2.0,1610612751.0,422.0,201152.0,1610612751.0,0.1485857621442907,6.0,79.55066056487274,9.0,56.5,843.5,0.8850783164158214,1.0,0.09604765139095739,5.909633667043924
168,2.0,585.76,1451767324451.0,17.74839,42.56821,10.01297,1.0,1610612738.0,136.0,202340.0,1610612738.0,0.026717322620352944,4.671833076009888,24.471545496067467,9.0,45.75999999999999,854.24,0.9793358417920892,0.775618396681071,0.7251963882203056,8.02481552649173
171,2.0,577.0,1451767362370.0,18.06843,25.02867,9.73347,1.0,1610612738.0,52.0,203092.0,1610612738.0,0.00798747820028432,6.0,14.656636443307859,9.0,37.0,863.0,0.9938221911095546,1.0,0.8373085313606725,9.512490971770339
175,2.0,554.32,1451767390489.0,7.7598,27.75406,8.12219,1.0,1610612738.0,537.0,202323.0,1610612738.0,0.45505998324616537,6.0,4.88438473709842,9.0,14.32000000000005,885.68,0.6480399019950993,1.0,0.9489334151166975,8.519983913753427
175,2.0,564.42,1451767380449.0,87.44282,31.26797,6.00186,2.0,1610612751.0,286.0,201152.0,1610612751.0,0.2062093079567469,2.4395675128596,81.69486913379627,9.0,24.41999999999996,875.58,0.8405101505075243,0.39849763192919835,0.07155513529022317,3.0673637032525796
177,2.0,532.46,1451767412208.0,25.48198,30.55142,10.49088,1.0,1610612738.0,380.0,202323.0,1610612738.0,0.07444703035044471,6.0,23.918240058955003,8.0,52.460000000000036,907.54,0.9424199334966746,1.0,0.7315165953696988,8.846202641523925
181,2.0,514.18,1451767430367.0,27.62964,38.28271,6.74275,1.0,1610612738.0,284.0,201973.0,1610612738.0,0.17778078692592203,6.0,26.04528868027383,8.0,34.17999999999995,925.82,0.8624978123906193,1.0,0.7072200911211171,8.404458247051485
190,2.0,489.07,1451767616119.0,88.18831,26.19494,11.35634,2.0,1610612751.0,403.0,201152.0,1610612751.0,0.17113681160989144,5.880612967616557,82.38502616537667,8.0,9.069999999999993,950.9300000000001,0.8676365068253423,0.9798306573836307,0.06367172205654503,5.612984187633362
193,2.0,472.96,1451767632197.0,16.50566,31.53034,4.17548,2.0,1610612751.0,229.0,201572.0,1610612751.0,0.03713724814791734,6.0,14.206116136442784,7.0,52.95999999999998,967.04,0.9712766888344418,1.0,0.8424546612798997,9.438741436316414
199,2.0,453.6,1451767725394.0,13.40722,17.82322,13.93195,1.0,1610612738.0,134.0,203096.0,1610612738.0,0.43785183261920924,3.0331912245191552,6.042608520581157,7.0,33.60000000000002,986.4,0.661349317465873,0.49878490590387853,0.9357034452917724,6.395854346510298
199,2.0,453.6,1451767725394.0,13.40722,17.82322,13.93195,1.0,1610612738.0,134.0,203096.0,1610612738.0,0.43785183261920924,3.0331912245191552,6.042608520581157,7.0,33.60000000000002,986.4,0.661349317465873,0.49878490590387853,0.9357034452917724,6.395854346510298
202,2.0,434.61,1451767744353.0,79.05286,17.48043,5.805,2.0,1610612751.0,308.0,203499.0,1610612751.0,0.8095156420922336,0.20040773063931572,71.0811713059436,7.0,14.610000000000014,1005.39,0.37389088204410115,0.020212152185093948,0.19279155263534942,0.0
204,2.0,428.03,1451767776633.0,85.34378,43.78955,8.36868,2.0,1610612751.0,190.0,201152.0,1610612751.0,0.0206333758750211,4.475158771094052,81.88046688455678,7.0,8.029999999999973,1011.97,0.9840413895694803,0.7423920792118223,0.06943511955824433,5.124395820777685
205,2.0,410.59,1451767793872.0,19.64162,21.33807,3.61394,1.0,1610612738.0,271.0,203096.0,1610612738.0,0.3109912192200926,3.1360904604299917,14.367854023785181,6.0,50.589999999999975,1029.41,0.7594679733986701,0.5161687867376239,0.840607188106233,6.482349054977918
205,2.0,407.39,1451767797031.0,5.26937,24.38599,10.65845,1.0,1610612738.0,350.0,203096.0,1610612738.0,0.08569002817131098,6.0,0.4137371138778823,6.0,47.389999999999986,1032.6100000000001,0.9337241862093101,1.0,1.0,9.947346904306729
212,2.0,373.26,1451767847269.0,11.26789,32.56043,13.63492,1.0,1610612738.0,381.0,101161.0,1610612738.0,0.3367779893164041,4.548432878981507,6.59086894642884,6.0,13.259999999999991,1066.74,0.7395235386769337,0.7547710667566693,0.9294408654746368,7.7856924451172524
212,2.0,379.69,1451767840909.0,82.7086,16.28196,12.68979,2.0,1610612751.0,222.0,201572.0,1610612751.0,0.029627774131719138,6.0,76.88937547439177,6.0,19.689999999999998,1060.31,0.9770847917395848,1.0,0.12644654489037688,6.428464973319321
225,2.0,356.0,1451768041501.0,74.16126,25.72975,7.02898,2.0,1610612751.0,44.0,201961.0,1610612751.0,0.05424640382550646,6.0,68.74971674436557,5.0,56.0,1084.0,0.9580438396919851,1.0,0.21942291173687933,6.741849984196909
225,2.0,356.0,1451768057580.0,88.92448,25.37378,9.86868,2.0,1610612751.0,195.0,201152.0,1610612751.0,0.058868053747345626,6.0,78.9428409846732,5.0,56.0,1084.0,0.9544692859642957,1.0,0.10299055380732669,6.233184855078726
230,2.0,337.71,1451768092498.0,27.37314,34.55704,8.14563,1.0,1610612738.0,187.0,203109.0,1610612738.0,0.0903116780931464,5.929015280103432,24.258480008615543,5.0,37.70999999999998,1102.29,0.9301496324816236,0.9880077835294326,0.7276301579372818,8.726889582049319
230,2.0,331.83,1451768098378.0,28.58461,24.97378,2.37134,1.0,1610612738.0,334.0,202738.0,1610612738.0,0.17095579227390953,5.146227780860462,23.37892198751046,5.0,31.829999999999984,1108.17,0.867776513825691,0.8557630250088086,0.7376770299187054,7.944561023697574
233,2.0,307.33,1451768122857.0,85.15301,24.53877,12.71066,2.0,1610612751.0,421.0,201152.0,1610612751.0,0.15845414438253136,3.509289861524696,84.15838054229002,5.0,7.329999999999984,1132.67,0.877445747287364,0.5792173979195095,0.043415338765127265,3.8706504360140985
236,2.0,292.75,1451768157015.0,33.80367,28.17943,0.06921,1.0,1610612738.0,0.0,202738.0,1610612738.0,0.0,3.0963579714561416,28.84273857671632,4.0,52.75,1147.25,1.0,0.5094563476467445,0.6752658364732064,6.772603092960847
237,2.0,288.0,1451768202574.0,18.85512,25.54935,8.53201,1.0,1610612738.0,80.0,101161.0,1610612738.0,0.021066125225109967,6.0,14.731858375025196,4.0,48.0,1152.0,0.9837066853342664,1.0,0.8364492985414324,9.465973094198684
243,2.0,264.97,1451768227293.0,27.16934,36.79016,2.46428,1.0,1610612738.0,457.0,203096.0,1610612738.0,0.1093102230900658,6.0,25.798483010382608,4.0,24.970000000000027,1175.03,0.9154554602730137,1.0,0.7100392626938705,8.640875655666983
243,2.0,273.88,1451768218453.0,82.23668,40.27235,6.56574,2.0,1610612751.0,236.0,2207.0,1610612751.0,0.023710704586745006,2.8849126199072277,78.86988787149694,4.0,33.879999999999995,1166.12,0.9816612705635299,0.4737345975128487,0.10382387073598953,4.121328447923186
251,2.0,242.0,1451768311888.0,18.08876,25.74185,9.25372,1.0,1610612738.0,51.0,203109.0,1610612738.0,0.007823429427047213,6.0,14.880640129527357,4.0,2.0,1198.0,0.9939490724536233,1.0,0.8347498185699158,9.502183333320678
251,2.0,242.0,1451768328128.0,18.43063,25.7833,9.27879,1.0,1610612738.0,174.0,203109.0,1610612738.0,0.011322193780359441,6.0,15.189078928233274,4.0,2.0,1198.0,0.9912429996499822,1.0,0.8312266341405259,9.475779804632262
256,2.0,226.34,1451768347847.0,85.5982,23.85288,11.80238,2.0,1610612751.0,346.0,203186.0,1610612751.0,0.11751266175182973,5.019346100559312,80.62776339504713,3.0,46.34,1213.6599999999999,0.9091113930696536,0.8343275304609984,0.08374429676746731,5.25712702007719
260,2.0,203.67,1451768389486.0,89.0528,25.41957,10.56348,2.0,1610612751.0,287.0,203186.0,1610612751.0,0.27869906673686495,5.204589332166363,80.71487068245665,3.0,23.669999999999987,1236.33,0.7844439096954853,0.8656226730829053,0.08274930184472984,4.8571386167195465
260,2.0,202.93,1451768390166.0,89.20782,24.50315,10.86844,2.0,1610612751.0,304.0,203186.0,1610612751.0,0.1651235755426816,6.0,82.988713587994,3.0,22.930000000000007,1237.07,0.8722873643682191,1.0,0.05677601977619806,5.688959536903162
260,2.0,201.75,1451768391245.0,88.95525,25.11828,8.8983,2.0,1610612751.0,331.0,203186.0,1610612751.0,0.18355643511465108,6.0,81.67590482610768,3.0,21.75,1238.25,0.8580307140357035,1.0,0.07177175769260236,5.692092257144826
265,2.0,202.0,1451768420805.0,17.40686,24.12825,9.29708,1.0,1610612738.0,52.0,101135.0,1610612738.0,0.02335149434190479,6.0,14.682784112783242,3.0,22.0,1238.0,0.9819390969548475,1.0,0.8370098560242785,9.460856934484413
265,2.0,202.0,1451768436523.0,17.15524,24.23241,9.34003,1.0,1610612738.0,175.0,101135.0,1610612738.0,0.04059924294860624,6.0,14.788959990158197,3.0,22.0,1238.0,0.968599054952748,1.0,0.8357970475205696,9.399172757470364
271,2.0,187.9,1451768455443.0,86.8,45.84594,3.48906,2.0,1610612751.0,336.0,201961.0,1610612751.0,0.1268492996906181,6.0,83.68214964203597,3.0,7.900000000000006,1252.1,0.9018900945047245,1.0,0.0488551514592791,5.780860968993025
276,2.0,178.71,1451768634075.0,69.97027,20.47566,7.96099,2.0,1610612751.0,151.0,200745.0,1610612751.0,0.04050024799924189,6.0,64.68200600285755,2.0,58.71000000000001,1261.29,0.9686756212810631,1.0,0.2658868948929263,6.9838579164494305
279,2.0,172.0,1451768662193.0,19.09583,25.11468,6.05103,1.0,1610612738.0,4.0,202738.0,1610612738.0,0.02096995870286822,6.0,13.996442833723862,2.0,52.0,1268.0,0.9837810640532026,1.0,0.8448496833020882,9.501894497391735
279,2.0,172.0,1451768679633.0,10.98094,24.88292,13.02076,1.0,1610612738.0,146.0,101161.0,1610612738.0,0.03136442838631086,1.5165955002241032,6.784954672818381,2.0,52.0,1268.0,0.9757415995799787,0.24256998738924654,0.9272238946783187,6.606505084124706
284,2.0,156.25,1451768699632.0,88.13786,37.19049,11.87143,2.0,1610612751.0,340.0,202711.0,1610612751.0,0.12303940835358154,3.244681840812751,84.86637187674809,2.0,36.25,1283.75,0.9048368043402188,0.5345143031006564,0.035328210763815204,3.7629927206699723
288,2.0,112.57,1451768788948.0,7.72021,25.9438,8.54388,1.0,1610612738.0,426.0,101135.0,1610612738.0,0.529606008545976,6.0,3.979664885791264,1.0,52.56999999999999,1327.43,0.5903832691634576,1.0,0.9592677015503717,8.319401904698411
288,2.0,118.52,1451768783228.0,84.10878,23.55696,8.44034,2.0,1610612751.0,283.0,203186.0,1610612751.0,0.45983719665986217,4.061555470333998,83.43662627193048,1.0,58.519999999999996,1321.48,0.6443450297514867,0.6725176002692694,0.05165967578707531,3.313032216962683
292,2.0,102.31,1451768798827.0,88.48703,23.20385,12.19541,2.0,1610612751.0,70.0,203186.0,1610612751.0,0.17152147769885845,2.6640111002959515,81.57508187510265,1.0,42.31,1337.69,0.8673389919495974,0.4364153146345657,0.0729234216615855,3.347600051015816
292,2.0,102.0,1451768816147.0,75.63296,24.7676,8.01262,2.0,1610612751.0,123.0,203499.0,1610612751.0,0.017128954667465616,6.0,68.96479702028057,1.0,42.0,1338.0,0.9867518375918775,1.0,0.21696612782268987,6.853119218336397
293,2.0,102.0,1451768837466.0,77.96862,24.59137,9.97447,2.0,1610612751.0,155.0,203499.0,1610612751.0,0.002766201727999548,6.0,69.03307174197016,1.0,42.0,1338.0,0.997860518025903,1.0,0.21618625046164797,6.896899212973385
